"state","county","fipscode","fipscode2","office","district","total.votes","party","candidate","votes"
"MN","Aitkin","27001","2700100000","US Senate","statewide",8187,"Legal Marijuana Now","Dennis Schuller",195
"MN","Aitkin","27001","2700100000","US Senate","statewide",8187,"Republican","Jim Newberger",3808
"MN","Aitkin","27001","2700100000","US Senate","statewide",8187,"Green","Paula M Overby",66
"MN","Aitkin","27001","2700100000","US Senate","statewide",8187,"","WRITE-IN",0
"MN","Anoka","27003","2700300000","US Senate","statewide",159628,"Democrat","Amy Klobuchar",87756
"MN","Anoka","27003","2700300000","US Senate","statewide",159628,"Legal Marijuana Now","Dennis Schuller",4778
"MN","Anoka","27003","2700300000","US Senate","statewide",159628,"Republican","Jim Newberger",65707
"MN","Anoka","27003","2700300000","US Senate","statewide",159628,"Green","Paula M Overby",1307
"MN","Anoka","27003","2700300000","US Senate","statewide",159628,"","WRITE-IN",80
"MN","Becker","27005","2700500000","US Senate","statewide",14770,"Democrat","Amy Klobuchar",6699
"MN","Becker","27005","2700500000","US Senate","statewide",14770,"Legal Marijuana Now","Dennis Schuller",429
"MN","Becker","27005","2700500000","US Senate","statewide",14770,"Republican","Jim Newberger",7520
"MN","Becker","27005","2700500000","US Senate","statewide",14770,"Green","Paula M Overby",118
"MN","Becker","27005","2700500000","US Senate","statewide",14770,"","WRITE-IN",4
"MN","Beltrami","27007","2700700000","US Senate","statewide",18009,"Democrat","Amy Klobuchar",9711
"MN","Beltrami","27007","2700700000","US Senate","statewide",18009,"Legal Marijuana Now","Dennis Schuller",577
"MN","Beltrami","27007","2700700000","US Senate","statewide",18009,"Republican","Jim Newberger",7562
"MN","Beltrami","27007","2700700000","US Senate","statewide",18009,"Green","Paula M Overby",155
"MN","Beltrami","27007","2700700000","US Senate","statewide",18009,"","WRITE-IN",4
"MN","Benton","27009","2700900000","US Senate","statewide",16088,"Democrat","Amy Klobuchar",7131
"MN","Benton","27009","2700900000","US Senate","statewide",16088,"Legal Marijuana Now","Dennis Schuller",501
"MN","Benton","27009","2700900000","US Senate","statewide",16088,"Republican","Jim Newberger",8290
"MN","Benton","27009","2700900000","US Senate","statewide",16088,"Green","Paula M Overby",164
"MN","Benton","27009","2700900000","US Senate","statewide",16088,"","WRITE-IN",2
"MN","Big Stone","27011","2701100000","US Senate","statewide",2594,"Democrat","Amy Klobuchar",1368
"MN","Big Stone","27011","2701100000","US Senate","statewide",2594,"Legal Marijuana Now","Dennis Schuller",77
"MN","Big Stone","27011","2701100000","US Senate","statewide",2594,"Republican","Jim Newberger",1127
"MN","Big Stone","27011","2701100000","US Senate","statewide",2594,"Green","Paula M Overby",21
"MN","Big Stone","27011","2701100000","US Senate","statewide",2594,"","WRITE-IN",1
"MN","Blue Earth","27013","2701300000","US Senate","statewide",28138,"Democrat","Amy Klobuchar",16776
"MN","Blue Earth","27013","2701300000","US Senate","statewide",28138,"Legal Marijuana Now","Dennis Schuller",1059
"MN","Blue Earth","27013","2701300000","US Senate","statewide",28138,"Republican","Jim Newberger",9984
"MN","Blue Earth","27013","2701300000","US Senate","statewide",28138,"Green","Paula M Overby",306
"MN","Blue Earth","27013","2701300000","US Senate","statewide",28138,"","WRITE-IN",13
"MN","Brown","27015","2701500000","US Senate","statewide",11831,"Democrat","Amy Klobuchar",5614
"MN","Brown","27015","2701500000","US Senate","statewide",11831,"Legal Marijuana Now","Dennis Schuller",293
"MN","Brown","27015","2701500000","US Senate","statewide",11831,"Republican","Jim Newberger",5816
"MN","Brown","27015","2701500000","US Senate","statewide",11831,"Green","Paula M Overby",102
"MN","Brown","27015","2701500000","US Senate","statewide",11831,"","WRITE-IN",6
"MN","Carlton","27017","2701700000","US Senate","statewide",16405,"Democrat","Amy Klobuchar",10200
"MN","Carlton","27017","2701700000","US Senate","statewide",16405,"Legal Marijuana Now","Dennis Schuller",397
"MN","Carlton","27017","2701700000","US Senate","statewide",16405,"Republican","Jim Newberger",5682
"MN","Carlton","27017","2701700000","US Senate","statewide",16405,"Green","Paula M Overby",122
"MN","Carlton","27017","2701700000","US Senate","statewide",16405,"","WRITE-IN",4
"MN","Carver","27019","2701900000","US Senate","statewide",51054,"Democrat","Amy Klobuchar",27168
"MN","Carver","27019","2701900000","US Senate","statewide",51054,"Legal Marijuana Now","Dennis Schuller",990
"MN","Carver","27019","2701900000","US Senate","statewide",51054,"Republican","Jim Newberger",22540
"MN","Carver","27019","2701900000","US Senate","statewide",51054,"Green","Paula M Overby",346
"MN","Carver","27019","2701900000","US Senate","statewide",51054,"","WRITE-IN",10
"MN","Cass","27021","2702100000","US Senate","statewide",14024,"Democrat","Amy Klobuchar",6243
"MN","Cass","27021","2702100000","US Senate","statewide",14024,"Legal Marijuana Now","Dennis Schuller",343
"MN","Cass","27021","2702100000","US Senate","statewide",14024,"Republican","Jim Newberger",7332
"MN","Cass","27021","2702100000","US Senate","statewide",14024,"Green","Paula M Overby",105
"MN","Cass","27021","2702100000","US Senate","statewide",14024,"","WRITE-IN",1
"MN","Chippewa","27023","2702300000","US Senate","statewide",5532,"Democrat","Amy Klobuchar",2925
"MN","Chippewa","27023","2702300000","US Senate","statewide",5532,"Legal Marijuana Now","Dennis Schuller",156
"MN","Chippewa","27023","2702300000","US Senate","statewide",5532,"Republican","Jim Newberger",2422
"MN","Chippewa","27023","2702300000","US Senate","statewide",5532,"Green","Paula M Overby",28
"MN","Chippewa","27023","2702300000","US Senate","statewide",5532,"","WRITE-IN",1
"MN","Chisago","27025","2702500000","US Senate","statewide",25839,"Democrat","Amy Klobuchar",12138
"MN","Chisago","27025","2702500000","US Senate","statewide",25839,"Legal Marijuana Now","Dennis Schuller",834
"MN","Chisago","27025","2702500000","US Senate","statewide",25839,"Republican","Jim Newberger",12663
"MN","Chisago","27025","2702500000","US Senate","statewide",25839,"Green","Paula M Overby",193
"MN","Chisago","27025","2702500000","US Senate","statewide",25839,"","WRITE-IN",11
"MN","Clay","27027","2702700000","US Senate","statewide",24403,"Democrat","Amy Klobuchar",14950
"MN","Clay","27027","2702700000","US Senate","statewide",24403,"Legal Marijuana Now","Dennis Schuller",748
"MN","Clay","27027","2702700000","US Senate","statewide",24403,"Republican","Jim Newberger",8480
"MN","Clay","27027","2702700000","US Senate","statewide",24403,"Green","Paula M Overby",219
"MN","Clay","27027","2702700000","US Senate","statewide",24403,"","WRITE-IN",6
"MN","Clearwater","27029","2702900000","US Senate","statewide",3487,"Democrat","Amy Klobuchar",1302
"MN","Clearwater","27029","2702900000","US Senate","statewide",3487,"Legal Marijuana Now","Dennis Schuller",75
"MN","Clearwater","27029","2702900000","US Senate","statewide",3487,"Republican","Jim Newberger",2080
"MN","Clearwater","27029","2702900000","US Senate","statewide",3487,"Green","Paula M Overby",30
"MN","Clearwater","27029","2702900000","US Senate","statewide",3487,"","WRITE-IN",0
"MN","Cook","27031","2703100000","US Senate","statewide",3215,"Democrat","Amy Klobuchar",2178
"MN","Cook","27031","2703100000","US Senate","statewide",3215,"Legal Marijuana Now","Dennis Schuller",78
"MN","Cook","27031","2703100000","US Senate","statewide",3215,"Republican","Jim Newberger",911
"MN","Cook","27031","2703100000","US Senate","statewide",3215,"Green","Paula M Overby",45
"MN","Cook","27031","2703100000","US Senate","statewide",3215,"","WRITE-IN",3
"MN","Cottonwood","27033","2703300000","US Senate","statewide",5047,"Democrat","Amy Klobuchar",2413
"MN","Cottonwood","27033","2703300000","US Senate","statewide",5047,"Legal Marijuana Now","Dennis Schuller",102
"MN","Cottonwood","27033","2703300000","US Senate","statewide",5047,"Republican","Jim Newberger",2488
"MN","Cottonwood","27033","2703300000","US Senate","statewide",5047,"Green","Paula M Overby",43
"MN","Cottonwood","27033","2703300000","US Senate","statewide",5047,"","WRITE-IN",1
"MN","Crow Wing","27035","2703500000","US Senate","statewide",31436,"Democrat","Amy Klobuchar",14206
"MN","Crow Wing","27035","2703500000","US Senate","statewide",31436,"Legal Marijuana Now","Dennis Schuller",892
"MN","Crow Wing","27035","2703500000","US Senate","statewide",31436,"Republican","Jim Newberger",16132
"MN","Crow Wing","27035","2703500000","US Senate","statewide",31436,"Green","Paula M Overby",201
"MN","Crow Wing","27035","2703500000","US Senate","statewide",31436,"","WRITE-IN",5
"MN","Dakota","27037","2703700000","US Senate","statewide",207324,"Democrat","Amy Klobuchar",127016
"MN","Dakota","27037","2703700000","US Senate","statewide",207324,"Legal Marijuana Now","Dennis Schuller",4878
"MN","Dakota","27037","2703700000","US Senate","statewide",207324,"Republican","Jim Newberger",73462
"MN","Dakota","27037","2703700000","US Senate","statewide",207324,"Green","Paula M Overby",1894
"MN","Dakota","27037","2703700000","US Senate","statewide",207324,"","WRITE-IN",74
"MN","Dodge","27039","2703900000","US Senate","statewide",9133,"Democrat","Amy Klobuchar",4278
"MN","Dodge","27039","2703900000","US Senate","statewide",9133,"Legal Marijuana Now","Dennis Schuller",240
"MN","Dodge","27039","2703900000","US Senate","statewide",9133,"Republican","Jim Newberger",4527
"MN","Dodge","27039","2703900000","US Senate","statewide",9133,"Green","Paula M Overby",84
"MN","Dodge","27039","2703900000","US Senate","statewide",9133,"","WRITE-IN",4
"MN","Douglas","27041","2704100000","US Senate","statewide",18084,"Democrat","Amy Klobuchar",8504
"MN","Douglas","27041","2704100000","US Senate","statewide",18084,"Legal Marijuana Now","Dennis Schuller",366
"MN","Douglas","27041","2704100000","US Senate","statewide",18084,"Republican","Jim Newberger",9113
"MN","Douglas","27041","2704100000","US Senate","statewide",18084,"Green","Paula M Overby",98
"MN","Douglas","27041","2704100000","US Senate","statewide",18084,"","WRITE-IN",3
"MN","Faribault","27043","2704300000","US Senate","statewide",6377,"Democrat","Amy Klobuchar",3031
"MN","Faribault","27043","2704300000","US Senate","statewide",6377,"Legal Marijuana Now","Dennis Schuller",201
"MN","Faribault","27043","2704300000","US Senate","statewide",6377,"Republican","Jim Newberger",3103
"MN","Faribault","27043","2704300000","US Senate","statewide",6377,"Green","Paula M Overby",41
"MN","Faribault","27043","2704300000","US Senate","statewide",6377,"","WRITE-IN",1
"MN","Fillmore","27045","2704500000","US Senate","statewide",9732,"Democrat","Amy Klobuchar",5128
"MN","Fillmore","27045","2704500000","US Senate","statewide",9732,"Legal Marijuana Now","Dennis Schuller",249
"MN","Fillmore","27045","2704500000","US Senate","statewide",9732,"Republican","Jim Newberger",4263
"MN","Fillmore","27045","2704500000","US Senate","statewide",9732,"Green","Paula M Overby",87
"MN","Fillmore","27045","2704500000","US Senate","statewide",9732,"","WRITE-IN",5
"MN","Freeborn","27047","2704700000","US Senate","statewide",14001,"Democrat","Amy Klobuchar",7675
"MN","Freeborn","27047","2704700000","US Senate","statewide",14001,"Legal Marijuana Now","Dennis Schuller",443
"MN","Freeborn","27047","2704700000","US Senate","statewide",14001,"Republican","Jim Newberger",5779
"MN","Freeborn","27047","2704700000","US Senate","statewide",14001,"Green","Paula M Overby",103
"MN","Freeborn","27047","2704700000","US Senate","statewide",14001,"","WRITE-IN",1
"MN","Goodhue","27049","2704900000","US Senate","statewide",23177,"Democrat","Amy Klobuchar",12379
"MN","Goodhue","27049","2704900000","US Senate","statewide",23177,"Legal Marijuana Now","Dennis Schuller",647
"MN","Goodhue","27049","2704900000","US Senate","statewide",23177,"Republican","Jim Newberger",9940
"MN","Goodhue","27049","2704900000","US Senate","statewide",23177,"Green","Paula M Overby",206
"MN","Goodhue","27049","2704900000","US Senate","statewide",23177,"","WRITE-IN",5
"MN","Grant","27051","2705100000","US Senate","statewide",3140,"Democrat","Amy Klobuchar",1637
"MN","Grant","27051","2705100000","US Senate","statewide",3140,"Legal Marijuana Now","Dennis Schuller",79
"MN","Grant","27051","2705100000","US Senate","statewide",3140,"Republican","Jim Newberger",1402
"MN","Grant","27051","2705100000","US Senate","statewide",3140,"Green","Paula M Overby",22
"MN","Grant","27051","2705100000","US Senate","statewide",3140,"","WRITE-IN",0
"MN","Hennepin","27053","2705300000","US Senate","statewide",629534,"Democrat","Amy Klobuchar",459729
"MN","Hennepin","27053","2705300000","US Senate","statewide",629534,"Legal Marijuana Now","Dennis Schuller",14192
"MN","Hennepin","27053","2705300000","US Senate","statewide",629534,"Republican","Jim Newberger",149297
"MN","Hennepin","27053","2705300000","US Senate","statewide",629534,"Green","Paula M Overby",6034
"MN","Hennepin","27053","2705300000","US Senate","statewide",629534,"","WRITE-IN",282
"MN","Houston","27055","2705500000","US Senate","statewide",8949,"Democrat","Amy Klobuchar",4425
"MN","Houston","27055","2705500000","US Senate","statewide",8949,"Legal Marijuana Now","Dennis Schuller",287
"MN","Houston","27055","2705500000","US Senate","statewide",8949,"Republican","Jim Newberger",4149
"MN","Houston","27055","2705500000","US Senate","statewide",8949,"Green","Paula M Overby",86
"MN","Houston","27055","2705500000","US Senate","statewide",8949,"","WRITE-IN",2
"MN","Hubbard","27057","2705700000","US Senate","statewide",10145,"Democrat","Amy Klobuchar",4494
"MN","Hubbard","27057","2705700000","US Senate","statewide",10145,"Legal Marijuana Now","Dennis Schuller",265
"MN","Hubbard","27057","2705700000","US Senate","statewide",10145,"Republican","Jim Newberger",5312
"MN","Hubbard","27057","2705700000","US Senate","statewide",10145,"Green","Paula M Overby",73
"MN","Hubbard","27057","2705700000","US Senate","statewide",10145,"","WRITE-IN",1
"MN","Isanti","27059","2705900000","US Senate","statewide",17420,"Democrat","Amy Klobuchar",7440
"MN","Isanti","27059","2705900000","US Senate","statewide",17420,"Legal Marijuana Now","Dennis Schuller",594
"MN","Isanti","27059","2705900000","US Senate","statewide",17420,"Republican","Jim Newberger",9226
"MN","Isanti","27059","2705900000","US Senate","statewide",17420,"Green","Paula M Overby",154
"MN","Isanti","27059","2705900000","US Senate","statewide",17420,"","WRITE-IN",6
"MN","Itasca","27061","2706100000","US Senate","statewide",21655,"Democrat","Amy Klobuchar",11585
"MN","Itasca","27061","2706100000","US Senate","statewide",21655,"Legal Marijuana Now","Dennis Schuller",696
"MN","Itasca","27061","2706100000","US Senate","statewide",21655,"Republican","Jim Newberger",9203
"MN","Itasca","27061","2706100000","US Senate","statewide",21655,"Green","Paula M Overby",165
